Go.	Gå!
My computer is my best friend.	Min computer er min bedste ven.
My dream is to become a pilot.	Min drøm er at blive pilot.
My father died of lung cancer.	Min far døde af lungekræft.
My hobby is collecting stamps.	Min hobby er at samle på frimærker.
My husband's going to kill me.	Min mand slår mig ihjel.
My mother likes tea very much.	Min mor holder meget af te.
My mother took my temperature.	Min mor har taget min temperatur.
My son is now as tall as I am.	Min søn er nu lige så høj som jeg.
My uncle gave me an hourglass.	Min onkel gav mig et timeglas.
My wife likes apple pie a lot.	Min kone elsker æblekage.
My wife likes apple pie a lot.	Min kone holder meget af æblekage.
My wife works in a nearby pub.	Min kone arbejder i en nærliggende pub.
My younger brother watches TV.	Min lillebror ser fjernsyn.
My younger brother watches TV.	Min lillebror ser tv.
Nobody has solved the problem.	Der er ingen der har løst problemet.
Only my mother understands me.	Kun min mor forstår mig.
Our class consists of 40 boys.	Vores klasse består på 40 drenge.
People should wash themselves.	Mennesker burde vaske sig.
Perhaps you've made a mistake.	Måske har du lavet en fejl.
Please hold the line a moment.	Bliv venligst på linjen et øjeblik.
Please stop singing that song.	Hold venligst op med at synge den sang.
Put the desk against the wall.	Stil skrivebordet mod væggen.
Repeat each sentence after me.	Gentag hver sætning efter mig.
She believes whatever he says.	Hun tror på alt hvad han siger.
She can speak three languages.	Hun kan tale tre sprog.
She doesn't have any brothers.	Hun har ingen brødre.
She doesn't have any siblings.	Hun har ikke nogen søskende.
She is married to a foreigner.	Damen giftede sig med en udlænding.
She is married to a foreigner.	Hun er gift med en udlænding.
She is poor, but she is happy.	Hun er fattig, men hun er lykkelig.
She is the only friend I have.	Hun er den eneste veninde jeg har.
She is the only friend I have.	Hun er den eneste ven jeg har.
She refused to take the money.	Hun nægtede at tage imod pengene.
She speaks English and German.	Hun taler engelsk og tysk.
She walked twenty miles a day.	Hun gik tyve mil om dagen.
She was heard to cry for help.	Man havde hørt hende råbe om hjælp.
Something must've spooked Tom.	Noget må have skræmt Tom.
Something went terribly wrong.	Noget gik helt galt.
Spain ruled Cuba at that time.	Spanien regerede Cuba på det tidspunkt.
Sport is good for your health.	Sport er godt for dit helbred.
Stay and have a drink with us.	Bliv og få en drink sammen med os.
Tell Tom that I'm not at home.	Fortæl Tom at jeg ikke er hjemme.
Thank you for being my friend.	Tak fordi du er min ven.
Thank you for the information.	Tak for informationen.
That boy speaks like an adult.	Den dreng taler som en voksen.
That happened three years ago.	Det skete for tre år siden.
That lake looks like an ocean.	Den sø ser ud som et ocean.
That was then and this is now.	Det var dengang, og det her er nu.
That's my favorite blue shirt.	Det er min blå yndlingsskjorte.
That's someone else's problem.	Det er en andens problem.
That's totally understandable.	Det er helt forståeligt.
That's what I loved about Tom.	Det er det jeg elskede ved Tom.
The apples are not quite ripe.	Æblerne er ikke helt modne.
The basket was full of apples.	Kurven var fuld af æbler.
The best hairdressers are gay.	De bedste frisører er bøsser.
The bus was two minutes early.	Bussen kom to minutter for tidlig.
The capital of Japan is Tokyo.	Hovedstaden i Japan er Tokyo.
The car crashed into the wall.	Bilen kørte ind i muren.
The clouds are getting darker.	Skyerne bliver mørkere.
The coach gave me some advice.	Træneren gav mig nogle råd.
The difficult question is how.	Det vanskelige spørgsmål er hvordan.
The difficult question is why.	Det vanskelige spørgsmål er hvorfor.
The dog jumped over the fence.	Hunden sprang over hegnet.
The dog looked into the water.	Hunden kiggede ned i vandet.
The light is on in Tom's room.	Lyset er tændt i Toms værelse.
The mistake cost him his head.	Fejlen kostede ham hovedet.
The plural of horse is horses.	Flertal af hest er heste.
The police arrested three men.	Politiet arresterede tre mænd.
The ship is bound for Finland.	Skibet er på vej til Finland.
The ship is now in the harbor.	Skibet er nu i havnen.
The shoes are made of leather.	Skoene er lavet af læder.
The squirrel climbed the tree.	Egernet klatrede op i træet.
The station is two miles away.	Banegården er to mil væk.
The train leaves in 5 minutes.	Toget afgår om fem minutter.
The wall is thirty yards long.	Muren er tredive yard lang.
There is a cat in the kitchen.	I køkkenet er der en kat.
There is a cat in the kitchen.	Der er en kat i køkkenet.
There was no one on the beach.	Der var ingen på stranden.
There were no visible dangers.	Der var ikke synlige farer.
There's no smoke without fire.	Ingen røg uden ild.
These boxes are the same size.	Disse æsker har samme størrelse.
These boxes are the same size.	Disse kasser er lige store.
These boxes are the same size.	De her æsker er lige store.
They shoot horses, don't they?	De skyder heste, gør de ikke?
They waited for him for hours.	De ventede på ham i timevis.
They were admiring themselves.	De beundrede sig selv.
They're the cream of the crop.	De er de bedste af de bedste.
This apple juice is 100% pure.	Denne æblejuice er 100 % ren.
This box contains five apples.	Denne kasse indeholder fem æbler.
This chair is made of plastic.	Denne stol er lavet af plast.
This chair is made of plastic.	Denne stol er lavet af plastic.
This chair is made of plastic.	Denne stol er lavet af plastik.
This coffee is not hot enough.	Denne kaffe er ikke varm nok.
This is a recipe for disaster.	Dette er opskriften på en katastrofe.
This is how we make ice cream.	Det er sådan vi laver is.
This picture was taken by him.	Han tog dette foto.
This rule applies to you, too.	Denne regel gælder også for dig.
This soup is too salty to eat.	Denne suppe er for saltet.
This soup is too salty to eat.	Denne suppe er uspiselig da den er for saltet.
This television is very heavy.	Dette tv-apparat er meget tungt.
Today is my sister's birthday.	I dag er det min søsters fødselsdag.
Tom always had a back up plan.	Tom har altid en plan B.
Tom and Mary hated each other.	Tom og Mary hadede hinanden.
Tom asked Mary for directions.	Tom spurgte Mary om vej.
Tom couldn't find his glasses.	Tom kunne ikke finde sine briller.
Tom didn't look in the mirror.	Tom kiggede ikke i spejlet.
Tom didn't want to go to jail.	Tom ønskede ikke at komme i fængsel.
Tom didn't want to go to jail.	Tom ville ikke i fængsel.
Tom died from a drug overdose.	Tom døde af en overdosis.
Tom disappeared into the mist.	Tom forsvandt ind i tågen.
Tom dismounted his motorcycle.	Tom stod af sin motorcykel.
Tom doesn't have a girlfriend.	Tom har ikke en kæreste.
Tom doesn't like Irish coffee.	Tom kan ikke lide irish coffee.
Tom doesn't like Irish coffee.	Tom kan ikke lide irsk kaffe.
Tom doesn't speak much French.	Tom taler ikke meget fransk.
Tom feeds his dog twice a day.	Tom fodrer sin hund to gange om dagen.
Tom goes for a walk every day.	Tom går en tur hver dag.
Tom goes to school by bicycle.	Tom cykler til skole.
Tom got good grades in French.	Tom har fået gode karakterer i fransk.
Tom has a lot of French books.	Tom har en masse franske bøger.
Tom has already gone to sleep.	Tom er allerede faldet i søvn.
Tom has an eye for modern art.	Tom har øje for moderne kunst.
Tom has been there since 2013.	Tom har været der siden 2013.
Tom has gotten so much better.	Tom har fået det så meget bedre.
Tom has never seen Mary dance.	Tom har aldrig set Mary danse.
Tom hates to get his feet wet.	Tom hader at få våde fødder.
Tom is obviously malnourished.	Tom er tydeligvis underernæret.
Tom is playing with his yo-yo.	Tom leger med sin yoyo.
Tom is stuck in a traffic jam.	Tom sidder fast i en trafikprop.
Tom is twice as heavy as Mary.	Tom er dobbelt så tung som Mary.
Tom is working on the problem.	Tom arbejder på problemet.
Tom lied on the witness stand.	Tom løj i vidneskranken.
Tom likes to watch Mary dance.	Tom kan lide at se Mary danse.
Tom loves to play with my dog.	Tom elsker at lege med min hund.
Tom must've done it yesterday.	Tom må have gjort det i går.
Tom must've forgotten his key.	Tom må have glemt sin nøgle.
Tom must've told us the truth.	Tom må have fortalt os sandheden.
Tom must've told us the truth.	Tom har vel fortalt os sandheden.
Tom needs a blood transfusion.	Tom har brug for en blodtransfusion.
Tom now works as a dog walker.	Tom arbejder nu som hundelufter.
Tom often goes shopping alone.	Tom handler ofte ind alene.
Tom often goes shopping alone.	Tom tager tit alene ud at handle.
Tom often goes shopping alone.	Tom går ofte på indkøb alene.
Tom opened a can of tuna fish.	Tom åbnede en dåse tunfisk.
Tom peeled the apple for Mary.	Tom skrællede et æble til Mary.
Tom pushed Mary off the cliff.	Tom skubbede Mary ud over klippen.
Tom said Mary wasn't his type.	Tom sagde at Mary ikke var hans type.
Tom said he needed more money.	Tom sagde at han havde brug for flere penge.
Tom said that Mary helped him.	Tom sagde at Mary hjalp ham.
Tom said that he didn't do it.	Tom sagde at han ikke gjorde det.
Tom says that he's just eaten.	Tom siger, at han lige har spist.
Tom sometimes sings in French.	Tom synger sommetider på fransk.
Tom speaks French fairly well.	Tom taler fransk temmelig godt.
Tom speaks French really well.	Tom taler fransk virkelig godt.
Tom speaks French, doesn't he?	Tom taler fransk, ikke sandt?
Tom stubbed out his cigarette.	Tom skoddede sin cigaret.
Tom stubbed out his cigarette.	Tom slukkede sin cigaret.
Tom taught himself how to ski.	Tom lærte sig selv at stå på ski.
Tom took Mary to the hospital.	Tom tog Mary til hospitalet.
Tom took Mary to the hospital.	Tom kørte Mary til hospitalet.
Tom treated Mary like a child.	Tom behandlede Mary som et barn.
Tom tried to pry open the box.	Tom forsøgte at lirke skrinet op.
Tom tried to pry open the box.	Tom forsøgte at bryde skrinet op.
Tom waited for thirty minutes.	Tom ventede i tredive minutter.
Tom wanted to change his life.	Tom ønskede at ændre sit liv.
Tom wanted to see Mary's room.	Tom ønskede at se Marys værelse.
Tom wants to change the world.	Tom vil ændre verden.
Tom won't come. He's too busy.	Tom kommer ikke. Han har for travlt.
Tom's mother is such a gossip.	Toms mor er sådan en sladretaske.
Tom's mother is such a gossip.	Toms mor er sådan en sladdertaske.
Tom's mother is such a gossip.	Toms mor er sådan en sladdertante.
Tom's mother was a wise woman.	Toms mor var en vis kvinde.
Tomorrow he lands on the moon.	I morgen lander han på månen.
True friendships last forever.	Sandt venskab varer for evigt.
Try to see things as they are.	Prøv at se tingene som de er.
Two students are absent today.	Der er to elever fraværende i dag.
Typhoons hit Japan every year.	Tyfoner rammer Japan hvert år.
We are prepared for the worst.	Vi er forberedt på det værste.
We both know this isn't right.	Vi ved begge at dette ikke er rigtigt.
We chose her to be our leader.	Vi valgte hende til at være vores leder.
We don't trust the government.	Vi stoler ikke på regeringen.
We have a black and white dog.	Vi har en sorthvid hund.
We reached London at midnight.	Vi nåede London ved midnat.
We sat on a bench in the park.	Vi sad på en bænk i parken.
We stayed overnight in Hakone.	Vi overnattede i Hakone.
We've painted the walls white.	Vi har malet væggene hvide.
What do you hope to find here?	Hvad håber du at finde her?
What else did you do together?	Hvad ellers lavede I sammen?
What is it you want to ask me?	Hvad vil du spørge mig om?
What kind of help do you need?	Hvad slags hjælp har du brug for?
What time does the ship leave?	Hvad tid afsejler skibet?
What time is it by your watch?	Hvad er klokken på dit ur?
What's the name of your hotel?	Hvad er navnet på dit hotel?
What's the square root of 100?	Hvad er kvadratroden af 100?
When did you become a teacher?	Hvornår blev du lærer?
Where did you find this knife?	Hvor fandt du denne kniv?
Where did you get your degree?	Hvor tog du din universitetsgrad?
Where did you get your degree?	Hvor tog du din universitetseksamen?
Where have you been all night?	Hvor har du været hele natten?
Where is the American embassy?	Hvor er den amerikanske ambassade?
Who did you write a letter to?	Hvem skrev du et brev til?
Who taught them table manners?	Hvem har lært dem bordskik?
Who'll get there the quickest?	Hvem kommer hurtigst derhen?
Why didn't she come yesterday?	Hvorfor kom hun ikke i går?
Why do you want to be a nurse?	Hvorfor vil du gerne være sygeplejerske?
Why don't we talk over coffee?	Hvorfor taler vi ikke sammen over en kop kaffe?
Why don't you answer your dad?	Hvorfor svarer du ikke din far?
Why don't you give me a break?	Hvorfor lader du mig ikke bare være?
Why don't you give me a break?	Vil du ikke godt holde op?
Why were you absent yesterday?	Hvorfor var du fraværende i går?
Will you lend me your bicycle?	Vil du låne mig din cykel?
World War I broke out in 1914.	Første Verdenskrig brød ud i 1914.
Would you do something for me?	Vil du gøre noget for mig?
Yesterday, I bought a red car.	I går købte jeg en rød bil.
You are twice as strong as me.	Du er dobbelt så stærk som mig.
You can say whatever you want.	Du kan sige lige hvad du ønsker.
You guys are totally clueless.	I er komplet uvidende.
You have to obey your parents.	Du skal adlyde dine forældre.
You have to speak French here.	Du er nødt til at tale fransk her.
You have to try to stay awake.	Du skal forsøge at holde dig vågen.
You may sit wherever you like.	Du må sidde lige hvor du har lyst til.
You should learn self-defense.	Du burde lære selvforsvar.
You want a divorce, don't you?	Du ønsker skilsmisse, ikke sandt?
You've got a lot of willpower.	Du har godt med viljestyrke.
You've got a lot of willpower.	Du har meget viljestyrke.
You've often said so yourself.	Du har selv tit sagt sådan.
Your bike is better than mine.	Din cykel er bedre end min.
Your collar has a stain on it.	Du har en plet på kraven.
A cat has a tail and four legs.	En kat har en hale og fire ben.
A dog's nose is very sensitive.	En hunds næse er meget følsom.
Actinium vaporizes at 3,198°C.	Actinium fordamper ved 3198 °C.
An elephant is a strong animal.	En elefant er et stærkt dyr.
Answer the telephone, will you?	Vil du tage telefonen?
Are you from the United States?	Er du fra USA?
Are you prepared for the worst?	Er du forberedt på det værste?
Are you still in love with Tom?	Er du stadig forelsket i Tom?
Ask Tom if he can speak French.	Spørg Tom, om han kan tale fransk.
Ask her when he will come back.	Spørg hende hvornår han kommer tilbage.
Beer bottles are made of glass.	Ølflasker er lavet af glas.
Birds learn to fly by instinct.	Fugle lærer at flyve per instinkt.
Both his grandfathers are dead.	Begge hans bedstefædre er døde.
Both his sisters are beautiful.	Begge hans søstre er smukke.
Both roads lead to the station.	Begge veje går til stationen.
Bring me today's paper, please.	Bring mig venligst avisen for i dag.
Bring me today's paper, please.	Bring mig venligst dagens avis.
By the way, where does he live?	Forresten, hvor bor han?
Can you spare me a few minutes?	Har du tid et øjeblik?
Can't this wait until tomorrow?	Kan dette ikke vente til i morgen?
Christmas Day is December 25th.	Det er 1. juledag den 25. december.
Count the apples in the basket.	Tæl æblerne i kurven.
December 24th is Christmas Eve.	24. december er juleaften.
December 24th is Christmas Eve.	Fireogtyvende december er juleaften.
Do I have to answer in English?	Skal jeg svare på engelsk?
Do they both understand French?	Forstår begge fransk?
Do we have classes this Friday?	Har vi timer på fredag?
Do you go to school on Sundays?	Går du i skole om søndagen?
Do you happen to know his name?	Kender du tilfældigvis hans navn?
Do you have a steady boyfriend?	Har du fast kæreste?
Do you know how to drive a car?	Kan du køre bil?
Do you want to buy an umbrella?	Vil du købe en paraply?
Does Tom speak French fluently?	Taler Tom fransk flydende?
Does someone here speak French?	Er der nogen her der taler fransk?
Don't fix it if it ain't broke.	Der er ingen grund til at reparere noget som stadig fungerer.
Don't forget to sign your name.	Glem ikke at skrive under.
Don't forget to sign your name.	Glem ikke at underskrive.
Don't get all tied up in knots.	Vikl dig ikke ind i selvmodsigelser.
Don't play hard to get with me.	Lad være at spille kostbar over for mig.
Don't take things so seriously.	Tag ikke tingene så alvorligt.
Don't throw a stone at the dog.	Lad være med at kaste en sten efter hunden.
Engineers are problems solvers.	Ingeniører er problemløsere.
Everything changes after a war.	Alt ændrer sig efter en krig.
Everything went horribly wrong.	Alt gik grueligt galt.
Everything went horribly wrong.	Alt gik gruelig galt.
Excuse me for interrupting you.	Undskyld at jeg afbryder dig.
Few people expected Tom to win.	Kun få mennesker regnede med at Tom ville vinde.
French isn't my first language.	Fransk er ikke mit modersmål.
Half of the apples were rotten.	Halvdelen af æblerne var rådne.
Have you ever been to New York?	Har du nogensinde været i New York?
Have you ever been to New York?	Har du nogensinde været i New York City?
He bought a new pair of gloves.	Han købte et nyt par handsker.
He caught them stealing apples.	Han tog dem i at stjæle æbler.
He does not belong in the city.	Han hører ikke til i byen.
He earns his living by writing.	Han tjener til livets ophold ved at skrive.
He goes to London once a month.	Han tager til London en gang om måneden.
He had a near-death experience.	Han havde en nærdødsoplevelse.
He had his socks on inside out.	Han gik med sokkerne med vrangen ud.
He has something to do with it.	Han har noget at gøre med det.
He is my husband's best friend.	Han er min mands bedste ven.
He is something of a celebrity.	Han er noget af en berømthed.
He is the richest man on earth.	Han er den rigeste mand på Jorden.
He is the richest man on earth.	Han er den rigeste mand på jorden.
He isn't here because he's ill.	Han er her ikke fordi han er syg.
He knows how to make women cry.	Han ved hvordan man får kvinder til at græde.
He knows how to sharpen knives.	Han ved hvordan man skærper knive.
He likes to work in the garden.	Han kan lide at arbejde i haven.
He listened, but heard nothing.	Han lyttede men kunne ikke høre noget.
He listens to whatever you say.	Han lytter til alt hvad du siger.
He never saw his brother again.	Han så aldrig sin bror igen.
He painted all the walls green.	Han malede alle væggene grønne.
He pressed me against the wall.	Han pressede mig op mod muren.
He saw a butterfly on the wall.	Han så en sommerfugl på væggen.
He tried it again, but in vain.	Han prøvede igen, men forgæves.
He who laughs last laughs best.	Den, der ler sidst, ler bedst.
He will be coming to the party.	Han vil komme til festen.
He'll be seventeen in February.	Til februar bliver han sytten.
He's not the right man for you.	Han er ikke den rigtige mand for dig.
Her daughter has a stomachache.	Hendes datter har mavepine.
His sisters are both beautiful.	Begge hans søstre er smukke.
How did your first husband die?	Hvordan døde din første mand?
How do you pronounce this word?	Hvordan udtales dette ord?
How far are you prepared to go?	Hvor langt er du parat til at gå?
How many cats do you guys have?	Hvor mange katte har I?
How many guests did you invite?	Hvor mange gæster har du inviteret?
How many guests did you invite?	Hvor mange gæster inviterede du?
How much do these glasses cost?	Hvad koster disse briller?
How much is that mountain bike?	Hvad koster den mountainbike?
I acted like I didn't know her.	Jeg opførte mig, som om jeg ikke kendte hende.
I always speak French with Tom.	Jeg taler altid fransk med Tom.
I am fed up with your nonsense.	Jeg er træt af dit vås.
I asked Tom to teach me French.	Jeg bad Tom om at lære mig fransk.
I asked everyone what that was.	Jeg spurgte alle hvad det var.
I asked everyone what that was.	Jeg har spurgt alle hvad det var.
I bought three bottles of wine.	Jeg har købt tre flasker vin.
I bought three bottles of wine.	Jeg købte tre flasker vin.
I bought two pairs of trousers.	Jeg har købt to par bukser.
I bought two pairs of trousers.	Jeg har købt to par benklæder.
I bought two pairs of trousers.	Jeg købte to par bukser.
I bought two pairs of trousers.	Jeg købte to par benklæder.
I can see myself in the mirror.	Jeg kan se mig selv i spejlet.
I can't make out what she said.	Jeg kan ikke forstå hvad hun sagde.
I can't stand this stomachache.	Jeg holder ikke denne mavepine ud.
I couldn't stand looking at it.	Jeg kunne ikke holde ud at se på det.
I couldn't wait another second.	Jeg kunne ikke vente et sekund mere.
I did it the old fashioned way.	Jeg gjorde det på den gammeldags måde.
I didn't know you spoke French.	Jeg vidste ikke du talte fransk.
I didn't know you were married.	Jeg vidste ikke du var gift.
I didn't know you were unhappy.	Jeg vidste ikke at du var ulykkelig.
I don't feel like eating sushi.	Jeg har ikke lyst til at spise sushi.
I don't know if I'll have time.	Jeg ved ikke om jeg får tid.
I don't know when he will come.	Jeg ved ikke hvornår han kommer.
I don't like Christmas anymore.	Jeg bryder mig ikke længere om julen.
I don't like it when you swear.	Jeg kan ikke lide at du bander.
I don't put sugar in my coffee.	Jeg putter ikke sukker i min kaffe.
I don't speak a word of French.	Jeg taler ikke et ord fransk.
I don't think Tom knows French.	Jeg tror ikke Tom kan fransk.
I don't trust talkative people.	Jeg stoler ikke på snakkesagelige mennesker.
I don't want to fight with you.	Jeg vil ikke slås med dig.
I don't want to know the truth.	Jeg ønsker ikke at kende sandheden.
I expect that Tom will do more.	Jeg forventer at Tom vil gøre mere.
I had a dog for thirteen years.	Jeg havde en hund i tretten år.
I had a neighbor who was blind.	Jeg havde en nabo der var blind.
I had a neighbor who was blind.	Jeg havde en nabo som var blind.
I have a dog that can run fast.	Jeg har en hund som kan løbe hurtigt.
I have another friend in China.	Jeg har en ven til i Kina.
I have hardly any French books.	Jeg har så godt som ingen franske bøger.
I have no idea what this means.	Jeg har ingen anelse om hvad dette betyder.
I have three pieces of baggage.	Jeg har tre stykker bagage.
I just wanted my old life back.	Jeg ønskede bare at få mit gamle liv tilbage.
I know a man who speaks French.	Jeg kender en mand som taler fransk.
I live in this house by myself.	Jeg lever alene i dette hus.
I live in this house by myself.	Jeg bor alene i dette hus.
I need something to write with.	Jeg har brug for noget at skrive med.
I play soccer almost every day.	Jeg spiller fodbold næsten hver dag.
I quit smoking half a year ago.	Jeg holdt op med at ryge for et halvt år siden.
I quit smoking three years ago.	Jeg holdt op med at ryge for tre år siden.
I stopped smoking and drinking.	Jeg er holdt op med at ryge og drikke.
I think Tom speaks French well.	Jeg tror Tom taler fransk godt.
I think we should look into it.	Jeg synes vi skal se på det.
I think you used too much salt.	Jeg tror du har brugt for meget salt.
I think your skirt's too short.	Jeg synes at din nederdel er for kort.
I thought I was going to faint.	Jeg troede at jeg ville besvime.
I thought Tom had quit smoking.	Jeg troede Tom var holdt op med at ryge.
I thought you wouldn't give up.	Jeg troede at du ikke ville give op.
I took that picture a week ago.	Jeg tog det billede for en uge siden.
I took that picture a week ago.	Jeg tog det foto for en uge siden.
I usually wear jeans on Sunday.	Jeg har normalt cowboybukser på om søndagen.
I usually wear jeans on Sunday.	Jeg har sædvanligvis jeans på om søndagen.
I want to drink something cold.	Jeg vil drikke noget koldt.
I want you guys to wait for me.	Jeg vil gerne have jer til at vente på mig.
I was awakened at five o'clock.	Jeg blev vækket klokken fem.
I was born on October 10, 1972.	Jeg blev født den 10. oktober 1972.
I was worried about his health.	Jeg var bekymret over hans helbred.
I wear designer clothes myself.	Jeg går selv med designertøj.
I will make a new suit for you.	Jeg vil lave et nyt sæt tøj til dig.
I will make a new suit for you.	Jeg vil lave et nyt jakkesæt til dig.
I will never, ever drink again.	Jeg vil aldrig nogensinde drikke igen.
I will wait here till he comes.	Jeg vil vente her indtil han kommer.
I wish I had a friend like you.	Gid jeg havde en ven som dig!
I wish I'd taken more pictures.	Gid jeg havde taget nogle flere billeder.
I wonder what Tom is doing now.	Hvad mon Tom laver nu?
I wonder why we have ear lobes.	Jeg undrer mig over, hvorfor vi har øreflipper.
I wrote this song just for you.	Jeg har skrevet denne sang kun for dig.
I'd do anything to protect you.	Jeg ville gøre alt for at beskytte dig.
I'd like to look at that chart.	Jeg vil gerne se på det diagram.
I'd prefer not to speak French.	Jeg foretrækker ikke at tale fransk.
I'll try to get a little sleep.	Jeg vil prøve at få lidt søvn.
I'm being treated like a child.	Jeg bliver altid behandlet som et barn.
I'm being treated like a child.	Man behandler mig altid som et barn.
I'm expecting a customer today.	Jeg venter en kunde i dag.
I'm friends with a lot of cops.	Jeg er gode venner med en masse betjente.
I'm giving you one last chance.	Jeg giver dig en sidste chance.
I'm going to bed early tonight.	Jeg går tidlig i seng i aften.
I'm going to bed early tonight.	Jeg går tidligt i seng i aften.
I'm having some legal problems.	Jeg har nogle juridiske problemer.
I'm not interested in politics.	Jeg er ikke interesseret i politik.
I'm shopping for my girlfriend.	Jeg køber ind for min kæreste.
I've always wanted to meet you.	Jeg har altid ønsket at møde dig.
I've always wanted to meet you.	Jeg har altid villet møde dig.
I've got something to show you.	Jeg har noget du skal se.
I've just become a grandfather.	Jeg er lige blevet bedstefar.
I've told you what you must do.	Jeg har fortalt dig hvad du skal gøre.
If I were rich, I would buy it.	Hvis jeg var rig, ville jeg købe den.
If I were rich, I would buy it.	Hvis jeg var rig, ville jeg købe det.
Is it difficult to learn Greek?	Er det svært at lære græsk?
Is there a museum in this town?	Er der et museum i denne by?
Is this the bus for Park Ridge?	Er dette bussen til Park Ridge?
It appears that he is mistaken.	Det viser sig at han tager fejl.
It began to rain cats and dogs.	Det begyndte at styrte ned.
It had been snowing for a week.	Det har sneet i en uge.
It had been snowing for a week.	Det havde sneet i en uge.
It is about the size of an egg.	Det er cirka på størrelse med et æg.
It never snows in this country.	I dette land sner det aldrig.
It never snows in this country.	Det sner aldrig i dette land.
It rained five successive days.	Det regnede fem dage i træk.
It will probably snow tomorrow.	Det vil sandsynligvis sne i morgen.
Japanese eat three meals a day.	Japanere spiser tre måltider om dagen.
Keep your hands off my bicycle.	Fingrene væk fra min cykel!
Last month was November, right?	Sidste måned var november, ikke sandt?
Let me see what's in your hand.	Lad mig se hvad der er i din hånd.
Let me tell you about the case.	Lad mig fortælle dig om sagen.
Let's get the show on the road.	Lad os komme i gang.
Let's sing the song in English.	Lad os synge sangen på engelsk.
Make sure you save the receipt.	Sørg for at gemme kvitteringen.
May I go to the movies tonight?	Må jeg tage i biografen i aften?
Measles can be quite dangerous.	Mæslinger kan være meget farlige.
Misfortunes rarely come singly.	En ulykke kommer sjældent alene.
Mittens are warmer than gloves.	Vanter er varmere end handsker.
My brother did it on my behalf.	Min bror gjorde det på mine vegne.
My brother is living in Boston.	Min bror bor i Boston.
My brother is small but strong.	Min bror er lille, men stærk.
My father has bought a new car.	Min far har købt en ny bil.
My father is in the garden now.	Min far er i haven nu.
My favorite subject is biology.	Mit yndlingsfag er biologi.
My grandfather is very healthy.	Min bedstefar har et meget godt helbred.
My mother can't ride a bicycle.	Min mor kan ikke cykle.
Our father goes to work by car.	Vores far tager bilen til arbejdet.
Our refrigerator isn't working.	Vores køleskab virker ikke.
Our school is near the station.	Vores skole ligger nær stationen.
Our school is near the station.	Vores skole ligger nær ved stationen.
Our school is near the station.	Vores skole ligger tæt på stationen.
Perhaps she will come tomorrow.	Hun kommer måske i morgen.
Please give me a cup of coffee.	Vær så venlig at give mig en kop kaffe.
Please make a milkshake for me.	Vær så venlig at lave en milkshake til mig.
Please make me a cup of coffee.	Vær så venlig at lave en kop kaffe til mig.
Please wait till he comes back.	Vær venlig at vente indtil han kommer tilbage.
Remove your shirt and lie down.	Tag skjorten af og læg dig.
She asked a very good question.	Hun kom med et rigtig godt spørgsmål.
She asked a very good question.	Hun stillede et rigtig godt spørgsmål.
She bought the dictionary, too.	Hun købte også ordbogen.
She called him every other day.	Hun ringede til ham hver anden dag.
She doesn't eat meat, does she?	Hun spiser ikke kød, ikke sandt?
She filled her bag with apples.	Hun fyldte sin taske med æbler.
She has a lot of English books.	Hun har mange engelske bøger.
She has already gone to school.	Hun er allerede gået i skole.
She is lacking in common sense.	Hun mangler commonsense.
She is lacking in common sense.	Hun mangler almindelig sund fornuft.
She sent the letter by airmail.	Hun sendte brevet med luftpost.
She smokes 20 cigarettes a day.	Hun ryger 20 cigaretter om dagen.
She used to be a very shy girl.	Hun plejede at være en meget genert pige.
She wanted to help her friends.	Hun ønskede at hjælpe sine venner.
She wanted to help her friends.	Hun ville hjælpe sine venner.
She warmed herself by the fire.	Hun varmede sig ved ilden.
Should I call for an ambulance?	Skal jeg ringe efter en ambulance?
Should we really be doing this?	Skal vi virkelig gøre det her?
Should we really be doing this?	Skal vi virkelig gøre dette?
Smoking is strictly prohibited.	Rygning er strengt forbudt.
Some apples rotted on the tree.	Nogle æbler rådnede på træet.
Some people don't like chicken.	Nogle mennesker kan ikke lide kylling.
Someone must've seen something.	Nogen må have set noget.
Speaking French is easy for me.	At tale fransk er let for mig.
Stop making a fool of yourself.	Hold op med at gøre dig selv til grin.
Superman can see through walls.	Superman kan se gennem vægge.
Sweden's population is growing.	Sveriges befolkning vokser.
Swimming at night is dangerous.	Det er farligt at svømme om natten.
Tell me why you didn't ask Tom.	Fortæl mig hvorfor du ikke spurgte Tom.
That child can count to twenty.	Det barn kan tælle til tyve.
That man said his name was Tom.	Den mand sagde at hans navn var Tom.
That's a possibility, isn't it?	Det er en mulighed, er det ikke?
The ball bounced over the wall.	Bolden hoppede over muren.
The boy made a fool of himself.	Drengen gjorde sig selv til grin.
The bullet penetrated the wall.	Kuglen gennemborede væggen.
The capital of Ukraine is Kiev.	Ukraines hovedstad er Kijev.
The capital of Ukraine is Kyiv.	Ukraines hovedstad er Kijev.
The car is old, but it is good.	Bilen er gammel, men den er god.
The chair is far from the door.	Stolen er langt fra døren.
The chair needs to be repaired.	Stolen skal repareres.
The dog barks at all strangers.	Hunden gør ad alle fremmede.
The game will start in an hour.	Spillet begynder om en time.
The garden is behind the house.	Haven er bag huset.
The hedgehog is a small animal.	Pindsvinet er et lille dyr.
The hotel's full of foreigners.	Hotellet er fuld af udlændinge.
The investigation is under way.	Undersøgelsen er i gang.
The letter was addressed to me.	Brevet var adresseret til mig.
